% Semenov iron-poor silicate model
%                    rho = 10^-16.1              rho = 10^-12.5 
%     T         Planck avg   Rosseland avg    Planck        Rosseland
   8240.5801    0.277471E+00  0.281903E+00   0.386336E+00    0.370591E+00
   8297.7002    0.277213E+00  0.281903E+00   0.385801E+00    0.370762E+00
   8355.2163    0.276953E+00  0.281903E+00   0.385264E+00    0.370934E+00
   8413.1311    0.276691E+00  0.281903E+00   0.384723E+00    0.371107E+00
   8471.4472    0.276391E+00  0.281903E+00   0.383405E+00    0.370555E+00
   8530.1677    0.276076E+00  0.281903E+00   0.381847E+00    0.369779E+00
   8589.2951    0.275760E+00  0.281903E+00   0.380285E+00    0.368999E+00
   8648.8324    0.275442E+00  0.281903E+00   0.378718E+00    0.368215E+00
   8708.7824    0.275123E+00  0.281903E+00   0.377147E+00    0.367428E+00
   8769.1479    0.274801E+00  0.281903E+00   0.375572E+00    0.366637E+00
   8829.9318    0.274451E+00  0.281903E+00   0.373809E+00    0.365658E+00
   8891.1371    0.274079E+00  0.281903E+00   0.371906E+00    0.364537E+00
   8952.7666    0.273705E+00  0.281903E+00   0.369999E+00    0.363413E+00
   9014.8233    0.273329E+00  0.281903E+00   0.368089E+00    0.362284E+00
   9077.3102    0.272951E+00  0.281903E+00   0.366175E+00    0.361150E+00
   9140.2302    0.272571E+00  0.281903E+00   0.364258E+00    0.360013E+00
   9203.5863    0.272165E+00  0.281903E+00   0.362320E+00    0.358856E+00
   9267.3816    0.271717E+00  0.281903E+00   0.360349E+00    0.357672E+00
   9331.6191    0.271267E+00  0.281903E+00   0.358375E+00    0.356483E+00
   9396.3018    0.270814E+00  0.281903E+00   0.356399E+00    0.355290E+00
   9461.4329    0.270359E+00  0.281903E+00   0.354420E+00    0.354093E+00
   9527.0155    0.269902E+00  0.281903E+00   0.352438E+00    0.352892E+00
   9593.0527    0.269432E+00  0.281903E+00   0.350461E+00    0.351702E+00
   9659.5476    0.268910E+00  0.281903E+00   0.348519E+00    0.350577E+00
   9726.5034    0.268386E+00  0.281903E+00   0.346575E+00    0.349448E+00
   9793.9233    0.267860E+00  0.281903E+00   0.344627E+00    0.348315E+00
   9861.8105    0.267330E+00  0.281903E+00   0.342678E+00    0.347178E+00
   9930.1684    0.266799E+00  0.281903E+00   0.340725E+00    0.346037E+00
   9999.0000    0.266264E+00  0.281903E+00   0.338771E+00    0.344892E+00
